Inchi solute,smiles solute,logS_aq_avg,logS_aq_std,logS_aq_all_data,count,general data source,more specific data source
"InChI=1/C29H31F2N3O/c30-24-12-8-22(9-13-24)27(23-10-14-25(31)15-11-23)7-4-18-33-19-16-29(17-20-33)28(35)32-21-34(29)26-5-2-1-3-6-26/h1-3,5-6,8-15,27H,4,7,16-21H2,(H,32,35)/f/h32H",FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,-4.68,0,[-4.68],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C21H21O4P/c1-16-4-10-19(11-5-16)23-26(22,24-20-12-6-17(2)7-13-20)25-21-14-8-18(3)9-15-21/h4-15H,1-3H3",CC1=CC=C(OP(=O)(OC2=CC=C(C)C=C2)OC2=CC=C(C)C=C2)C=C1,-6.09,0,[-6.09],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C23H23NO/c1-4-10-20(11-5-1)23(21-12-6-2-7-13-21,22-14-8-3-9-15-22)24-16-18-25-19-17-24/h1-15H,16-19H2",C1CN(CCO1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-7.22,0,[-7.22],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C22H42O4/c1-3-5-7-9-11-15-19-25-21(23)17-13-14-18-22(24)26-20-16-12-10-8-6-4-2/h3-20H2,1-2H3",CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,-5.68,0,[-5.68],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C8H5BrO2/c9-6-2-1-5-4-11-8(10)7(5)3-6/h1-3H,4H2",BrC1=CC2=C(COC2=O)C=C1,-2.65,0,[-2.65],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C5H5NO2/c7-4-1-2-6-5(8)3-4/h1-3H,(H2,6,7,8)/f/h6-7H",OC1=CC(=O)NC=C1,-1.25,0,[-1.25],1,"Physprop, Ochem, Ochem","YALKOWSKY,SH & DANNENFELSER,RM (1992), A111278, A112076"
"InChI=1/C4H10O2/c1-3(5)4(2)6/h3-6H,1-2H3",CC(O)C(C)O,1.05,0,[1.05],1,"Physprop, Ochem, Ochem","RIDDICK,JA ET AL. (1986), A5643, A111278"
"InChI=1/C7H13N3O3S/c1-8-7(12)13-9-5(14-4)6(11)10(2)3/h1-4H3,(H,8,12)/f/h8H",CNC(=O)ON=C(SC)C(=O)N(C)C,0.11,0,[0.11],1,"Physprop, Ochem, aqsol","TOMLIN,C (1997), A170, nan"
"InChI=1/C2H3F3O/c3-2(4,5)1-6/h6H,1H2",OCC(F)(F)F,1,0,[1.0],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","KIRK-OTHMER; (3rd ed) 10:872 (1980), A5643, A108291, A111278, A112073, A2330, nan"
"InChI=1/C6H12O2/c1-3-5(4-2)6(7)8/h5H,3-4H2,1-2H3,(H,7,8)/f/h7H",O=C(O)C(CC)CC,-0.81,0,[-0.81],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, RIEMENSCHNEIDER,W (1986), A64, A171, A5370, A5643, A108291, A111278, A111541, A112073, A112523, nan"
InChI=1/C6H4BrCl/c7-5-1-3-6(8)4-2-5/h1-4H,Brc1ccc(Cl)cc1,-3.63,0,[-3.63],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A64, A170, A171, A5370, A5643, A108291, A111278, A111541, A112076, A112473, A112523, A2330, nan"
"InChI=1/C17H13Cl3N4S/c18-13-3-1-12(2-4-13)9-25-17(8-24-11-21-10-22-24)23-16-6-5-14(19)7-15(16)20/h1-7,10-11H,8-9H2/b23-17-",ClC1=CC=C(CS\C(CN2C=NC=N2)=N/C2=CC=C(Cl)C=C2Cl)C=C1,-5.38,0,[-5.38],1,"Ochem, Ochem, Ochem","A5334, A5643, A108291"
"InChI=1/C15H10O4/c16-14(17)11-7-3-1-5-9(11)13-10-6-2-4-8-12(10)15(18)19-13/h1-8,13H,(H,16,17)/f/h16H",OC(=O)C1=C(C=CC=C1)C1OC(=O)C2=C1C=CC=C2,-3.1,0,[-3.1],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C21H23F2NO2/c1-5-25-18-11-13(21(2,3)4)9-10-14(18)17-12-26-20(24-17)19-15(22)7-6-8-16(19)23/h6-11,17H,5,12H2,1-4H3",CCOC1=CC(=CC=C1C1COC(=N1)C1=C(F)C=CC=C1F)C(C)(C)C,-6.68,0,[-6.68],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,7-8H,5-6H2,1-3H3",CC(C)C1=CCC(C)=CC1,-4.2,0,[-4.2],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
InChI=1/C10H6Cl2N2O/c11-8-6-13-14(10(15)9(8)12)7-4-2-1-3-5-7/h1-6H,ClC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,-3.38,0,[-3.38],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C2H7NO4S2/c1-8(4,5)3-9(2,6)7/h3H,1-2H3",CS(=O)(=O)NS(C)(=O)=O,0.04,0,[0.04],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C4H12N6/c1-5-6-3-10-4-8-7-2-9(1)10/h5-8H,1-4H2",C1NNCN2CNNCN12,-0.01,0,[-0.01],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C7H16O2/c1-3-7(4-2,5-8)6-9/h8-9H,3-6H2,1-2H3",CCC(CC)(CO)CO,0.18,0,[0.18],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C4H9ClO/c1-3(5)4(2)6/h3-4,6H,1-2H3",CC(O)C(C)Cl,-0.21,0,[-0.21],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C4H9ClO/c1-4(2,6)3-5/h6H,3H2,1-2H3",CC(C)(O)CCl,0.16,0,[0.16],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C4H8Cl2O/c1-4(7,2-5)3-6/h7H,2-3H2,1H3",CC(O)(CCl)CCl,-0.18,0,[-0.18],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C9H12N2O/c1-7-5-3-4-6-8(7)11(2)9(10)12/h3-6H,1-2H3,(H2,10,12)/f/h10H2",CN(C(N)=O)C1=C(C)C=CC=C1,-0.4,0,[-0.4],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C10H9NO9S3/c11-10-7-3-5(21(12,13)14)1-2-6(7)8(22(15,16)17)4-9(10)23(18,19)20/h1-4H,11H2,(H,12,13,14)(H,15,16,17)(H,18,19,20)/f/h12,15,18H",NC1=C(C=C(C2=CC=C(C=C12)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O,-0.32,0,[-0.32],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3",O=C1CCC2(C)C(CCC3C2C(CC4(C)C3CCC4(O)C(CO)=O)=O)=C1,-3.11,0,[-3.11],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A170, A171, A5370, A80390, A111278, A111541, A112076, nan"
"InChI=1/C7H8O2/c8-5-6-2-1-3-7(9)4-6/h1-4,8-9H,5H2",OCC1=CC=CC(O)=C1,-0.27,0,[-0.27],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C10H19NO/c12-10-8-6-4-2-1-3-5-7-9-11-10/h1-9H2,(H,11,12)/f/h11H",O=C1CCCCCCCCCN1,-1.89,0,[-1.89],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C7H12N2/c1-6(2)5-7-8-3-4-9-7/h3-4,6H,5H2,1-2H3,(H,8,9)/f/h8H",CC(C)CC1=NC=CN1,-1.05,0,[-1.05],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C8H10O/c1-9-7-8-5-3-2-4-6-8/h2-6H,7H2,1H3",COCC1=CC=CC=C1,-1.61,0,[-1.61],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C6H9N2OP/c7-10(8,9)6-4-2-1-3-5-6/h1-5H,(H4,7,8,9)/f/h7-8H2",NP(N)(=O)C1=CC=CC=C1,-1.15,0,[-1.15],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C2H2Br3NO/c3-2(4,5)1(6)7/h(H2,6,7)/f/h6H2",NC(=O)C(Br)(Br)Br,-1.27,0,[-1.27],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C8H16O2/c1-4-8(5-2)6-10-7(3)9/h8H,4-6H2,1-3H3",CCC(CC)COC(C)=O,-1.35,0,[-1.35],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C7H7IO/c1-5-2-3-7(9)6(8)4-5/h2-4,9H,1H3",CC1=CC(I)=C(O)C=C1,-2.47,0,[-2.47],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C11H10O/c1-12-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3",COC1=C2C=CC=CC2=CC=C1,-4.2,0,[-4.2],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C12H16N2/c1-3-14(4-2)12(10-13)11-8-6-5-7-9-11/h5-9,12H,3-4H2,1-2H3",CCN(CC)C(C#N)C1=CC=CC=C1,-0.97,0,[-0.97],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C14H18O3/c1-5-6-9-17-11(2)12-7-8-13(15-3)14(10-12)16-4/h7-8,10-11H,9H2,1-4H3",COC1=CC=C(C=C1OC)C(C)OCC#CC,-5.37,0,[-5.37],1,"Ochem, Ochem, Ochem","A5643, A111278, A112073"
"InChI=1/C25H31FO8/c1-13(27)33-12-20(31)25(32)21(34-14(2)28)10-18-17-6-5-15-9-16(29)7-8-22(15,3)24(17,26)19(30)11-23(18,25)4/h7-9,17-19,21,30,32H,5-6,10-12H2,1-4H3",O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC(OC(C)=O)C4(O)C(COC(C)=O)=O)=C1,-4.13,0,[-4.13],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A170, A171, A5370, A5643, A108291, A111278, A112076, nan"
InChI=1/C6H4BrCl/c7-5-2-1-3-6(8)4-5/h1-4H,Brc1cc(Cl)ccc1,-3.21,0,[-3.21],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, WAKITA,K ET AL. (1986), A111695, A64, A170, A171, A5370, A5643, A80390, A108291, A111278, A111541, A112073, A112473, A112523, A2330, A3484, nan"
"InChI=1/C11H16N4O2/c1-4-5-6-15-10(16)8-9(12-7-13(8)2)14(3)11(15)17/h7H,4-6H2,1-3H3",CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,-1.63,0,[-1.63],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C3H5NO5/c1-8-3(5)2-9-4(6)7/h2H2,1H3",COC(=O)CON(=O)=O,-0.74,0,[-0.74],1,"Ochem, Ochem, Ochem","A5643, A108291, A111278"
"InChI=1/C10H12N4O3/c1-7(2)12-13-10(15)11-8-3-5-9(6-4-8)14(16)17/h3-6H,1-2H3,(H2,11,13,15)/f/h11,13H",CC(C)=NNC(=O)NC1=CC=C(C=C1)N(=O)=O,-3.6,0,[-3.6],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C10H12O3/c1-13-9(7-10(11)12)8-5-3-2-4-6-8/h2-6,9H,7H2,1H3,(H,11,12)/f/h11H",COC(CC(O)=O)C1=CC=CC=C1,-1.7,0,[-1.7],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C6H11NO4/c1-4(11-2)5(6(9)10)7-3-8/h3-5H,1-2H3,(H,7,8)(H,9,10)/f/h7,9H",COC(C)C(NC=O)C(O)=O,-0.62,0,[-0.62],1,"Ochem, Ochem, Ochem","A5643, A108291, A111278"
InChI=1/C2H6OS/c1-4(2)3/h1-2H3,CS(C)=O,1.11,0,[1.11],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C5H9NO/c1-4(2)5(7)3-6/h4-5,7H,1-2H3",CC(C)C(O)C#N,0.3,0,[0.3],1,"Ochem, Ochem, Ochem","A5643, A108291, A111278"
"InChI=1/C9H13NO6S3/c1-7(11)16-5-2-6-18(12,13)8-3-4-9(17-8)19(10,14)15/h3-4H,2,5-6H2,1H3,(H2,10,14,15)/f/h10H2",CC(=O)OCCCS(=O)(=O)C1=CC=C(S1)S(N)(=O)=O,-2.55,0,[-2.55],1,"Ochem, Ochem, Ochem","A111695, A5643, A108291"
"InChI=1/C8H8N4O2/c1-11-6-5(9-3-4-10-6)7(13)12(2)8(11)14/h3-4H,1-2H3",CN1C(=O)N(C)C2=C(N=CC=N2)C1=O,-1.46,0,[-1.46],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C10H18O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7-8,11H,4-6H2,1-3H3",CC1(C)C2CCC(C)(C2)C1O,-2.27,0,[-2.27],1,"Ochem, Ochem, Ochem","A5643, A108291, A111278"
"InChI=1/C6H7NO4/c1-10-4-5-2-3-6(11-5)7(8)9/h2-3H,4H2,1H3",COCC1=CC=C(O1)[N+]([O-])=O,-1.16,0,[-1.16],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C6H7N3O/c7-9-6(10)5-2-1-3-8-4-5/h1-4H,7H2,(H,9,10)/f/h9H",NNC(=O)C1=CN=CC=C1,-0.14,0,[-0.14],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C4H4N2O2S/c1-2-3(4(7)8)5-6-9-2/h1H3,(H,7,8)/f/h7H",CC1=C(N=NS1)C(O)=O,-0.46,0,[-0.46],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C5H4O3/c6-5(7)4-2-1-3-8-4/h1-3H,(H,6,7)/f/h6H",O=C(c1ccco1)O,-0.48,0,[-0.48],1,"AlogS, Ochem, aqsol","nan, A111541, nan"
"InChI=1/C22H25NO6/c1-12(24)23-16-8-6-13-10-19(27-3)21(28-4)22(29-5)20(13)14-7-9-18(26-2)17(25)11-15(14)16/h7,9-11,16H,6,8H2,1-5H3,(H,23,24)/t16-/m0/s1/f/h23H",COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O,-0.95,0,[-0.95],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C3H4Cl2/c1-3(5)2-4/h2H,1H3/b3-2-",C\C(Cl)=C\Cl,-1.61,0,[-1.61],1,"Ochem, Ochem, aqsol","A108291, A111278, nan"
"InChI=1/C12H22N4O3S/c1-12(2,3)9-14-15-10(20-9)13-11(17)16(4)7-8(18-5)19-6/h8H,7H2,1-6H3,(H,13,15,17)/f/h13H",COC(CN(C)C(=O)NC1=NN=C(S1)C(C)(C)C)OC,-1.87,0,[-1.87],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C10H17N3O2/c1-7(2)13-9(6-8(3)11-13)15-10(14)12(4)5/h6-7H,1-5H3",CC(C)N1N=C(C)C=C1OC(=O)N(C)C,0.68,0,[0.68],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C4H9O5P/c5-4(6)2-1-3-10(7,8)9/h1-3H2,(H,5,6)(H2,7,8,9)/f/h5,7-8H",OC(=O)CCCP(O)(O)=O,0.5,0,[0.5],1,"Ochem, Ochem, Ochem","A5643, A108291, A111278"
"InChI=1/C5H6N2O4/c6-5(11)7-3(8)1-2-4(9)10/h1-2H,(H,9,10)(H3,6,7,8,11)/b2-1+/f/h7,9H,6H2",NC(=O)NC(=O)\C=C\C(O)=O,-1.92,0,[-1.92],1,"Ochem, Ochem, Ochem","A5643, A108291, A111278"
"InChI=1/C9H7NO6/c1-16-9(13)6-3-2-5(10(14)15)4-7(6)8(11)12/h2-4H,1H3,(H,11,12)/f/h11H",COC(=O)C1=CC=C(C=C1C(O)=O)N(=O)=O,-2.06,0,[-2.06],1,"Ochem, Ochem, Ochem","A5643, A108291, A111278"
InChI=1/C14H9NO2/c16-15(17)14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,[O-][N+](=O)c1c2ccccc2cc2ccccc21,-6.29,0,[-6.29],1,"Physprop, Ochem, Ochem, Ochem, aqsol","GANG,Y & XIAOBAI,XU (1992), A5643, A108291, A111278, nan"
"InChI=1/C3H5ClO2/c1-6-3(5)2-4/h2H2,1H3",COC(=O)CCl,-0.37,0,[-0.37],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
InChI=1/C12H6Cl2O2/c13-7-5-11-12(6-8(7)14)16-10-4-2-1-3-9(10)15-11/h1-6H,ClC1=C(Cl)C=C2OC3=CC=CC=C3OC2=C1,-7.23,0,[-7.23],1,"Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5643, A108291, A111278, A112076, A112473, nan"
"InChI=1/C10H11NO3/c1-10(2)6-7-4-3-5-8(11(12)13)9(7)14-10/h3-5H,6H2,1-2H3",CC1(C)Cc2cccc(c2O1)[N+]([O-])=O,-3.21,0,[-3.21],1,"Physprop, Ochem, Ochem, Ochem, aqsol","FEDERAL REGISTER (1985), A5643, A108291, A111278, nan"
"InChI=1/C8H8N2/c1-6-9-7-4-2-3-5-8(7)10-6/h2-5H,1H3,(H,9,10)/f/h9H",Cc2nc1ccccc1[nH]2,-1.96,0,[-1.96],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, PEARLMAN,RS ET AL. (1984), A64, A171, A5370, A5643, A108291, A111278, A111541, A112076, A112523, nan"
"InChI=1/C12H11ClF3NO3/c13-9-3-1-8(2-4-9)11(12(14,15)16)17-20-7-10-18-5-6-19-10/h1-4,10H,5-7H2/b17-11-",FC(F)(F)C(=N/OCC1OCCO1)\C1=CC=C(Cl)C=C1,-4.01,0,[-4.01],1,"Ochem, Ochem, Ochem","A5643, A111278, A112073"
"InChI=1/C10H12N2O3/c11-10(15)12-8(9(13)14)6-7-4-2-1-3-5-7/h1-5,8H,6H2,(H,13,14)(H3,11,12,15)/f/h12-13H,11H2",NC(=O)NC(CC1=CC=CC=C1)C(O)=O,-2.1,0,[-2.1],1,"Ochem, Ochem, Ochem","A5643, A108291, A111278"
"InChI=1/C12H17NO2/c1-2-3-4-5-9-15-12(14)11-7-6-8-13-10-11/h6-8,10H,2-5,9H2,1H3",CCCCCCOC(=O)C1=CC=CN=C1,-2.65,0,[-2.65],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C6H5Cl2N/c7-4-1-2-6(9)5(8)3-4/h1-3H,9H2",Nc1ccc(Cl)cc1Cl,-2.42,0,[-2.42],1,"Physprop, Ochem, Ochem, Ochem, aqsol","CHEMICALS INSPECTION AND TESTING INSTITU (1992), A5643, A108291, A111278, nan"
"InChI=1/C18H30N2O/c1-2-3-4-5-6-7-8-9-10-11-15-20-18(21)17-13-12-14-19-16-17/h12-14,16H,2-11,15H2,1H3,(H,20,21)/f/h20H",CCCCCCCCCCCCNC(=O)C1=CN=CC=C1,-3.21,0,[-3.21],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C8H6N2O/c11-7-3-1-2-6-8(7)10-5-4-9-6/h1-5,11H",OC1=CC=CC2=C1N=CC=N2,-1.35,0,[-1.35],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C11H15NO4S/c1-9(13)16-8-2-3-10-4-6-11(7-5-10)17(12,14)15/h4-7H,2-3,8H2,1H3,(H2,12,14,15)/f/h12H2",CC(=O)OCCCC1=CC=C(C=C1)S(N)(=O)=O,-2.21,0,[-2.21],1,"Ochem, Ochem, Ochem","A111695, A5643, A108291"
"InChI=1/C15H23NO2/c1-2-3-4-5-6-7-8-12-18-15(17)14-10-9-11-16-13-14/h9-11,13H,2-8,12H2,1H3",CCCCCCCCCOC(=O)C1=CN=CC=C1,-3.1,0,[-3.1],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C12H21N3/c1-4-7-10-9(6-3)12(13)15-11(14-10)8-5-2/h4-8H2,1-3H3,(H2,13,14,15)/f/h13H2",CCCC1=NC(CCC)=C(CC)C(N)=N1,-2.51,0,[-2.51],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C9H8Cl6O2/c10-5-6(11)8(13)4(2-17)3(1-16)7(5,12)9(8,14)15/h3-4,16-17H,1-2H2",OCC1C(CO)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,-3.08,0,[-3.08],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3-",C\C=C/C,-1.93,0,[-1.93],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C13H13N3/c14-13(15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,(H3,14,15,16)/f/h14-16H",N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,-2.32,0,[-2.32],1,"Ochem, Ochem, Ochem","A5643, A108291, A111278"
"InChI=1/C2H2N2S3/c5-1-3-4-2(6)7-1/h(H,3,5)(H,4,6)/f/h3-4H",S=C1NNC(=S)S1,-0.76,0,[-0.76],1,"Ochem, Ochem, aqsol","A5643, A108291, nan"
"InChI=1/C15H18N2O5/c1-2-15(10-6-4-3-5-7-10)12(20)16-14(22)17(13(15)21)8-11(19)9-18/h3-7,11,18-19H,2,8-9H2,1H3,(H,16,20,22)/f/h16H",CCC1(C(=O)NC(=O)N(CC(O)CO)C1=O)C1=CC=CC=C1,-1.79,0,[-1.79],1,"Ochem, Ochem, aqsol","A5370, A108291, nan"
"InChI=1/C3H4Cl2/c1-3(5)2-4/h2H,1H3/b3-2+",C\C(Cl)=C/Cl,-1.61,0,[-1.61],1,"Ochem, Ochem","A5643, A108291"
"InChI=1/C11H14N4O4/c1-4-19-7(16)5-15-6-12-9-8(15)10(17)14(3)11(18)13(9)2/h6H,4-5H2,1-3H3",CCOC(=O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.54,0,[-1.54],1,"Ochem, Ochem","A5643, A108291"
"InChI=1/C11H14O3/c1-2-9(11(13)14)10(12)8-6-4-3-5-7-8/h3-7,9-10,12H,2H2,1H3,(H,13,14)/f/h13H",CCC(C(O)C1=CC=CC=C1)C(O)=O,-1.02,0,[-1.02],1,"Ochem, Ochem","A5643, A108291"
"InChI=1/C7H7ClO2/c1-10-7-4-5(8)2-3-6(7)9/h2-4,9H,1H3",COC1=C(O)C=CC(Cl)=C1,-1.5,0,[-1.5],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C13H9Cl2NO2/c14-9-6-7-11(12(15)8-9)13(17)16(18)10-4-2-1-3-5-10/h1-8,18H",ON(C(=O)C1=C(Cl)C=C(Cl)C=C1)C1=CC=CC=C1,-3.67,0,[-3.67],1,"Ochem, Ochem, Ochem, aqsol","A5370, A5643, A111278, nan"
"InChI=1/C6H11Cl4O3PS/c1-3-11-14(15,12-4-2)13-5(7)6(8,9)10/h5H,3-4H2,1-2H3",CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,-5.53,0,[-5.53],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C22H18N2O4/c1-22(16-12-14-19(15-13-16)27-18-10-6-3-7-11-18)20(25)24(21(26)28-22)23-17-8-4-2-5-9-17/h2-15,23H,1H3",CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,-6.86,0,[-6.86],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
InChI=1/C10H7F/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,FC1=C2C=CC=CC2=CC=C1,-3.45,0,[-3.45],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C14H8O3/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7,15H",OC1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O,-5.31,0,[-5.31],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C16H11NS/c1-2-6-12-11(5-1)9-10-15-16(12)17-13-7-3-4-8-14(13)18-15/h1-10,17H",N1C2=C(SC3=CC=C4C=CC=CC4=C13)C=CC=C2,-5.9,0,[-5.9],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C9H7NO6/c1-16-9(13)7-5(8(11)12)3-2-4-6(7)10(14)15/h2-4H,1H3,(H,11,12)/f/h11H",COC(=O)C1=C(C=CC=C1N(=O)=O)C(O)=O,-2.09,0,[-2.09],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C6H5N3O5/c7-3-1-4(8(11)12)6(10)5(2-3)9(13)14/h1-2,10H,7H2",NC1=CC(=C(O)C(=C1)N(=O)=O)N(=O)=O,-2.39,0,[-2.39],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C9H6N2S3/c10-5-12-6-13-9-11-7-3-1-2-4-8(7)14-9/h1-4H,6H2",N#CSCSC1=NC2=CC=CC=C2S1,-3.28,0,[-3.28],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C3H5NO/c4-2-1-3-5/h5H,1,3H2",OCCC#N,1.15,0,[1.15],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
InChI=1/C15H8Cl2FNO/c16-9-7-12(17)15-13(8-9)19-6-5-14(15)20-11-3-1-10(18)2-4-11/h1-8H,FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1,-6.42,0,[-6.42],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
